videoSpout,725,0,1531609807275,1531609807283,8,10.10.21.6
rectificationBolt,725,0,1531609807389,1531609807430,41,10.10.21.4
partitionBolt,725,0,1531609807430,1531609807449,19,10.10.21.4
disparityBoltSub,725,0,1531609807453,1531609807503,50,10.10.21.5
disparityBoltSub,725,1,1531609807455,1531609807536,81,10.10.21.6
disparityBoltSub,725,2,1531609807456,1531609807541,85,10.10.21.2
disparityBoltSub,725,3,1531609807457,1531609807534,77,10.10.21.2
disparityBoltSub,725,4,1531609807458,1531609807542,84,10.10.21.5
disparityBoltSub,725,5,1531609807459,1531609807540,81,10.10.21.6
disparityBoltSub,725,6,1531609807460,1531609807552,92,10.10.21.1
disparityBoltSub,725,7,1531609807460,1531609807557,97,10.10.21.1
disparityBoltSub,725,8,1531609807463,1531609807547,84,10.10.21.2
disparityBoltSub,725,9,1531609807462,1531609807539,77,10.10.21.3
disparityBoltSub,725,10,1531609807462,1531609807549,87,10.10.21.5
disparityBoltSub,725,11,1531609807461,1531609807540,79,10.10.21.4
disparityBoltSub,725,12,1531609807463,1531609807544,81,10.10.21.4
disparityBoltSub,725,13,1531609807462,1531609807546,84,10.10.21.4
disparityBoltSub,725,14,1531609807464,1531609807548,84,10.10.21.7
disparityBoltSub,725,15,1531609807466,1531609807551,85,10.10.21.3
disparityBoltSub,725,16,1531609807466,1531609807557,91,10.10.21.7
disparityBoltSub,725,17,1531609807468,1531609807561,93,10.10.21.1
disparityBoltSub,725,18,1531609807467,1531609807559,92,10.10.21.7
disparityBoltSub,725,19,1531609807469,1531609807557,88,10.10.21.5
disparityBoltSub,725,20,1531609807470,1531609807558,88,10.10.21.1
disparityBoltSub,725,21,1531609807470,1531609807553,83,10.10.21.7
disparityBoltSub,725,22,1531609807471,1531609807564,93,10.10.21.7
disparityBoltSub,725,23,1531609807471,1531609807553,82,10.10.21.6
disparityBoltSub,725,24,1531609807474,1531609807567,93,10.10.21.5
disparityBoltSub,725,25,1531609807476,1531609807567,91,10.10.21.7
disparityBoltSub,725,26,1531609807476,1531609807559,83,10.10.21.6
disparityBoltSub,725,27,1531609807475,1531609807566,91,10.10.21.1
disparityBoltSub,725,28,1531609807475,1531609807562,87,10.10.21.5
disparityBoltSub,725,29,1531609807476,1531609807559,83,10.10.21.3
disparityBoltSub,725,30,1531609807481,1531609807562,81,10.10.21.2
disparityBoltSub,725,31,1531609807473,1531609807521,48,10.10.21.4
disparityBolt,725,0,0,0,114,0
mergeBolt,725,0,1531609807571,1531609807587,16,10.10.21.6
reprojectionBolt,725,0,1531609807587,1531609807626,39,null
overall,725,0,1531609807275,1531609807626,351,0
videoSpout,726,0,1531609807783,1531609807788,5,10.10.21.6
rectificationBolt,726,0,1531609807895,1531609807929,34,10.10.21.1
partitionBolt,726,0,1531609807929,1531609807957,28,10.10.21.1
disparityBoltSub,726,0,1531609807960,1531609808006,46,10.10.21.5
disparityBoltSub,726,1,1531609807962,1531609808043,81,10.10.21.2
disparityBoltSub,726,2,1531609807961,1531609808040,79,10.10.21.7
disparityBoltSub,726,3,1531609807965,1531609808050,85,10.10.21.4
disparityBoltSub,726,4,1531609807963,1531609808044,81,10.10.21.4
disparityBoltSub,726,5,1531609807965,1531609808048,83,10.10.21.4
disparityBoltSub,726,6,1531609807966,1531609808046,80,10.10.21.7
disparityBoltSub,726,7,1531609807967,1531609808053,86,10.10.21.6
disparityBoltSub,726,8,1531609807967,1531609808044,77,10.10.21.2
disparityBoltSub,726,9,1531609807970,1531609808078,108,10.10.21.3
disparityBoltSub,726,10,1531609807965,1531609808060,95,10.10.21.1
disparityBoltSub,726,11,1531609807969,1531609808050,81,10.10.21.7
disparityBoltSub,726,12,1531609807968,1531609808052,84,10.10.21.6
disparityBoltSub,726,13,1531609807969,1531609808061,92,10.10.21.1
disparityBoltSub,726,14,1531609807973,1531609808097,124,10.10.21.3
disparityBoltSub,726,15,1531609807976,1531609808107,131,10.10.21.3
disparityBoltSub,726,16,1531609807972,1531609808050,78,10.10.21.6
disparityBoltSub,726,17,1531609807972,1531609808118,146,10.10.21.3
disparityBoltSub,726,18,1531609807975,1531609808057,82,10.10.21.2
disparityBoltSub,726,19,1531609807974,1531609808094,120,10.10.21.3
disparityBoltSub,726,20,1531609807977,1531609808067,90,10.10.21.6
disparityBoltSub,726,21,1531609807972,1531609808064,92,10.10.21.1
disparityBoltSub,726,22,1531609807977,1531609808064,87,10.10.21.7
disparityBoltSub,726,23,1531609807978,1531609808062,84,10.10.21.2
disparityBoltSub,726,24,1531609807978,1531609808064,86,10.10.21.6
disparityBoltSub,726,25,1531609807984,1531609808091,107,10.10.21.3
disparityBoltSub,726,26,1531609807977,1531609808057,80,10.10.21.4
disparityBoltSub,726,27,1531609807975,1531609808073,98,10.10.21.1
disparityBoltSub,726,28,1531609807977,1531609808071,94,10.10.21.1
disparityBoltSub,726,29,1531609807982,1531609808097,115,10.10.21.3
disparityBoltSub,726,30,1531609807983,1531609808064,81,10.10.21.7
disparityBoltSub,726,31,1531609807979,1531609808033,54,10.10.21.4
disparityBolt,726,0,0,0,158,0
mergeBolt,726,0,1531609808121,1531609808137,16,10.10.21.7
reprojectionBolt,726,0,1531609808137,1531609808179,42,null
overall,726,0,1531609807783,1531609808179,396,0
videoSpout,727,0,1531609808288,1531609808292,4,10.10.21.6
rectificationBolt,727,0,1531609808397,1531609808430,33,10.10.21.2
partitionBolt,727,0,1531609808430,1531609808449,19,10.10.21.2
disparityBoltSub,727,0,1531609808496,1531609808539,43,10.10.21.4
disparityBoltSub,727,1,1531609808498,1531609808576,78,10.10.21.7
disparityBoltSub,727,2,1531609808496,1531609808573,77,10.10.21.4
disparityBoltSub,727,3,1531609808504,1531609808592,88,10.10.21.7
disparityBoltSub,727,4,1531609808503,1531609808594,91,10.10.21.1
disparityBoltSub,727,5,1531609808499,1531609808578,79,10.10.21.6
disparityBoltSub,727,6,1531609808502,1531609808581,79,10.10.21.7
disparityBoltSub,727,7,1531609808499,1531609808596,97,10.10.21.2
disparityBoltSub,727,8,1531609808504,1531609808593,89,10.10.21.1
